Geneid FLT1.bam FLT2.bam FLT3.bam GC1.bam GC2.bam GC3.bam
ENSMUSG00000024376 4 7 5 14 12 11
ENSMUSG00000088501 0 0 0 0 0 0
ENSMUSG00000117961 0 0 0 0 0 0
ENSMUSG00000118246 50 60 56 79 52 54
ENSMUSG00000077263 0 0 0 0 0 0
ENSMUSG00000118054 0 0 0 0 0 0
ENSMUSG00000119457 0 0 0 0 0 0
ENSMUSG00000041482 28 31 23 26 36 50
ENSMUSG00000118336 0 0 0 0 0 0
ENSMUSG00000097980 0 0 0 0 0 0
ENSMUSG00000089156 0 0 0 0 0 0
ENSMUSG00002076873 0 0 0 0 0 0
ENSMUSG00000088726 0 0 0 0 0 0
ENSMUSG00000117875 4824 4748 4884 5750 5579 5260
ENSMUSG00000088656 0 0 0 0 0 0
ENSMUSG00000005871 448 437 476 589 535 543
ENSMUSG00000014504 133 94 115 160 112 127
ENSMUSG00000005873 141 135 115 83 114 95
ENSMUSG00000024583 592 617 551 705 648 633
ENSMUSG00000014503 65 45 61 55 55 62
ENSMUSG00000036501 194 158 155 158 159 134
ENSMUSG00002076603 0 0 0 0 0 0
ENSMUSG00000012282 0 0 0 0 0 0
ENSMUSG00000035984 1 1 1 0 0 0
ENSMUSG00000049357 3 1 3 3 3 1
ENSMUSG00000040560 180 203 215 240 201 177
ENSMUSG00000117795 0 0 0 0 0 0
ENSMUSG00000117977 0 0 0 0 0 0
ENSMUSG00000118258 13 5 11 13 29 9
ENSMUSG00000119255 0 0 0 0 0 0
ENSMUSG00000117673 41 39 53 58 58 50
ENSMUSG00000118189 0 1 0 0 1 0
ENSMUSG00000086128 6 2 3 5 5 9
ENSMUSG00000118191 0 0 0 0 0 0
ENSMUSG00000118022 3 2 2 1 0 0
ENSMUSG00000056812 18 13 16 5 11 8
ENSMUSG00000045991 1862 1817 1791 1485 1610 1526
ENSMUSG00000118375 0 0 0 0 0 0
ENSMUSG00000060096 129 135 122 123 162 142
ENSMUSG00000003778 209 177 215 190 164 162
ENSMUSG00000024588 1424 1449 1334 1799 1828 1755
ENSMUSG00000003779 34 29 34 9 11 7
ENSMUSG00000024370 127 116 121 119 146 122
ENSMUSG00000064857 0 0 0 0 0 0
ENSMUSG00000024587 762 798 738 880 840 843
ENSMUSG00000039529 355 340 362 367 324 324
ENSMUSG00000117808 0 0 1 0 0 0
ENSMUSG00000118224 0 0 0 0 0 0
ENSMUSG00000118356 0 0 0 0 0 0
ENSMUSG00000117766 0 0 0 0 0 0
ENSMUSG00000118900 0 0 0 0 0 0
ENSMUSG00000088304 0 0 0 0 0 0
ENSMUSG00000118045 0 0 0 0 0 0
ENSMUSG00000037815 1143 1187 1139 1412 1315 1328
ENSMUSG00000071862 1 0 2 1 1 0
ENSMUSG00000117876 2 3 0 0 0 0
ENSMUSG00000024357 479 449 504 555 518 533
ENSMUSG00000117731 0 0 0 0 0 0
ENSMUSG00000118184 0 0 0 0 0 0
ENSMUSG00000118386 1 0 0 0 2 1
ENSMUSG00000060275 0 0 0 2 0 0
ENSMUSG00000117852 0 0 0 0 0 0
ENSMUSG00000043991 274 310 341 249 286 271
ENSMUSG00000110185 145 117 128 119 123 136
ENSMUSG00000046727 39 38 41 23 24 21
ENSMUSG00000024346 155 166 166 179 237 216
ENSMUSG00000024589 288 297 324 333 358 282
ENSMUSG00000117895 0 0 0 0 0 0
ENSMUSG00000065402 0 0 0 0 0 0
ENSMUSG00000032845 0 4 0 1 0 0
ENSMUSG00000118101 0 0 0 0 0 0
ENSMUSG00000117971 0 0 0 0 0 0
ENSMUSG00000118163 0 0 0 0 0 0
ENSMUSG00000117721 0 0 0 0 0 0
ENSMUSG00000118285 2 4 2 1 1 1
ENSMUSG00000093283 0 2 0 2 3 1
ENSMUSG00000032688 104 99 92 86 112 107
ENSMUSG00000118389 89 92 64 92 78 75
ENSMUSG00000117860 0 0 0 0 0 0
ENSMUSG00000118179 0 0 0 0 0 0
ENSMUSG00000117992 1 1 0 0 0 1
ENSMUSG00000103442 0 0 0 0 0 0
ENSMUSG00000104148 0 0 0 0 0 0
ENSMUSG00000102312 0 0 0 0 0 0
ENSMUSG00000104252 0 0 0 0 0 0
ENSMUSG00000103458 0 0 0 0 0 0
ENSMUSG00000103092 0 0 0 0 0 0
ENSMUSG00000103707 0 0 0 0 0 0
ENSMUSG00000102836 0 0 0 0 0 0
ENSMUSG00000104318 0 0 0 0 0 0
ENSMUSG00000103125 0 0 0 0 0 0
ENSMUSG00000104240 0 0 0 0 0 0
ENSMUSG00000103800 0 0 0 0 0 0
ENSMUSG00000103770 0 0 0 0 0 0
ENSMUSG00000007440 0 0 0 0 0 0
ENSMUSG00000073594 0 0 0 0 0 0
ENSMUSG00000102206 0 0 0 0 0 0
ENSMUSG00000103601 0 0 0 0 0 0
ENSMUSG00000042439 24 31 23 40 19 27
ENSMUSG00000103194 1 0 0 0 0 0
ENSMUSG00000118234 0 2 0 0 0 0
ENSMUSG00000117775 2 1 4 0 0 0
ENSMUSG00000103310 0 0 0 0 0 0
ENSMUSG00000046610 0 1 0 0 0 0
ENSMUSG00000118208 0 0 0 0 0 0
ENSMUSG00000103255 0 0 0 0 0 0
ENSMUSG00000102697 0 0 0 0 0 0
ENSMUSG00000103456 0 0 0 0 0 0
ENSMUSG00000051663 0 0 0 0 0 0
ENSMUSG00000051599 0 0 0 0 0 0
ENSMUSG00000045498 3 0 0 0 0 4
ENSMUSG00000104264 0 0 0 0 0 0
ENSMUSG00000045689 0 0 7 3 3 1
ENSMUSG00000063687 2 0 0 2 3 1
ENSMUSG00000051678 0 0 0 0 1 0
ENSMUSG00000045062 2 0 3 2 0 1
ENSMUSG00000045876 0 0 0 0 0 0
ENSMUSG00000051242 1 2 1 2 2 2
ENSMUSG00000024516 149 149 118 173 168 162
ENSMUSG00000045657 0 0 0 0 2 1
ENSMUSG00000117751 0 0 0 0 1 1
ENSMUSG00000051486 1 0 1 0 1 1
ENSMUSG00000117866 0 0 0 0 0 0
ENSMUSG00000103985 0 0 0 0 0 0
ENSMUSG00000103483 0 0 0 0 0 0
ENSMUSG00000117910 5817 5878 5691 6599 6327 6176
ENSMUSG00000118170 0 0 0 1 0 0
ENSMUSG00000043458 1 0 0 1 0 1
ENSMUSG00000047307 0 0 4 0 0 1
ENSMUSG00000044043 2 4 0 0 8 3
ENSMUSG00000047033 0 1 4 2 3 0
ENSMUSG00000047910 1 4 3 3 2 0
ENSMUSG00000046387 5 5 4 5 1 1
ENSMUSG00000024517 0 0 0 0 0 0
ENSMUSG00000087746 0 0 0 0 0 0
ENSMUSG00000048347 3 0 1 1 3 7
ENSMUSG00000117734 0 0 0 0 0 0
ENSMUSG00000117846 0 0 0 0 0 0
ENSMUSG00000043313 1 3 0 1 0 2
ENSMUSG00000118162 0 0 0 0 0 0
ENSMUSG00000046191 0 2 2 1 0 2
ENSMUSG00000044022 5 2 0 1 0 0
ENSMUSG00000073591 10 2 1 0 3 4
ENSMUSG00000024518 0 0 0 0 0 0
ENSMUSG00000104225 0 0 0 0 0 0
ENSMUSG00000097907 0 0 0 0 0 0
ENSMUSG00000050304 0 1 0 2 2 4
ENSMUSG00000051316 36 53 46 27 33 25
ENSMUSG00000024519 0 0 0 0 0 0
ENSMUSG00000073590 4 0 0 0 5 1
ENSMUSG00000103144 2 1 1 0 1 2
ENSMUSG00000103956 0 0 0 0 0 0
ENSMUSG00000103332 1 0 0 2 1 2
ENSMUSG00000104346 1 0 2 5 0 0
ENSMUSG00000103037 2 0 1 0 2 1
ENSMUSG00000103677 1 0 2 1 1 0
ENSMUSG00000102748 3 6 1 7 3 3
ENSMUSG00000103567 0 1 2 0 5 0
ENSMUSG00000118501 0 0 3 3 2 0
ENSMUSG00000088493 0 0 0 0 0 0
ENSMUSG00000103793 0 3 0 0 1 3
ENSMUSG00000104512 1 0 0 0 0 0
ENSMUSG00000103472 1 0 1 0 0 0
ENSMUSG00000103585 0 1 1 4 0 3
ENSMUSG00000041891 2441 2374 2350 3052 2968 3042
ENSMUSG00000117907 0 0 0 0 0 0
ENSMUSG00000103897 0 2 0 0 2 2
ENSMUSG00000103749 5 3 2 2 2 0
ENSMUSG00000046318 46 58 38 78 79 67
ENSMUSG00000117764 0 0 0 0 1 0
ENSMUSG00000076147 0 0 0 0 0 0
ENSMUSG00000085055 1 0 3 0 1 1
ENSMUSG00000117680 0 0 0 0 0 0
ENSMUSG00000118228 0 0 0 0 0 0
ENSMUSG00000117665 0 0 0 0 0 0
ENSMUSG00000118218 0 0 0 0 0 0
ENSMUSG00000024521 39 17 28 23 12 12
ENSMUSG00000117884 102 108 98 116 100 94
ENSMUSG00000102440 14 4 3 1 0 0
ENSMUSG00000118376 0 0 0 0 0 0
ENSMUSG00000117918 0 0 0 0 0 0
ENSMUSG00000118148 0 0 0 0 0 0
ENSMUSG00000089387 0 0 0 0 0 0
ENSMUSG00000118187 0 0 0 0 0 0
ENSMUSG00000117843 0 0 0 0 0 0
ENSMUSG00000118349 0 0 0 0 0 0
ENSMUSG00000118201 0 0 0 0 0 0
ENSMUSG00000117750 0 0 0 0 0 0
ENSMUSG00000117737 0 0 0 0 0 0
ENSMUSG00002075864 0 0 0 0 0 0
ENSMUSG00000117968 0 0 0 0 0 0
ENSMUSG00000047259 0 0 0 0 0 0
ENSMUSG00000118216 0 0 0 0 0 0
ENSMUSG00000117798 1 1 0 1 3 0
ENSMUSG00000117868 0 0 0 0 0 0
ENSMUSG00000117815 43 60 62 51 50 50
ENSMUSG00000103088 11 8 6 2 3 6
ENSMUSG00000097330 0 0 0 4 0 0
ENSMUSG00000102222 0 0 0 0 0 0
ENSMUSG00000104063 1 2 2 1 1 1
ENSMUSG00000102742 2 1 0 0 0 1
ENSMUSG00000103081 1 1 1 2 1 5
ENSMUSG00000102428 13 10 6 3 5 9
ENSMUSG00000103309 0 0 0 0 2 3
ENSMUSG00000102918 30 39 41 32 33 23
ENSMUSG00000024524 6 2 11 13 10 6
ENSMUSG00000117982 0 0 0 0 0 0
ENSMUSG00000118131 0 0 0 0 0 0
ENSMUSG00000119766 1 0 0 0 1 0
ENSMUSG00000117757 0 0 0 0 0 0
ENSMUSG00000109901 182 211 211 192 174 192
ENSMUSG00000062526 54 52 76 67 66 58
ENSMUSG00000023036 7 0 1 1 0 7
ENSMUSG00000024525 44 38 32 28 16 28
ENSMUSG00000046415 0 0 0 0 0 0
ENSMUSG00000024526 0 0 0 0 0 0
ENSMUSG00000001473 161 98 135 102 95 79
ENSMUSG00000024527 752 737 768 866 890 869
ENSMUSG00002076292 0 0 0 0 0 0
ENSMUSG00000102543 5 2 1 0 0 1
ENSMUSG00000024530 1 0 0 0 0 0
ENSMUSG00000102828 0 0 0 0 0 0
ENSMUSG00000102713 0 0 0 0 0 0
ENSMUSG00000024533 14 5 10 22 6 9
ENSMUSG00000091695 84 102 85 115 87 83
ENSMUSG00000073542 48 53 45 47 58 52
ENSMUSG00000098706 0 0 0 0 0 0
ENSMUSG00000117686 3 0 0 0 0 0
ENSMUSG00000024537 78 63 77 86 79 112
ENSMUSG00000024454 404 329 356 414 366 355
ENSMUSG00000024539 107 116 126 110 107 114
ENSMUSG00000079614 397 408 387 447 446 388
ENSMUSG00000044024 0 0 1 2 4 4
ENSMUSG00000024542 57 67 60 69 62 48
ENSMUSG00000118326 0 0 0 0 0 0
ENSMUSG00000024544 40 35 33 47 48 46
ENSMUSG00000117891 0 0 0 0 0 0
ENSMUSG00000118306 0 0 0 0 0 0
ENSMUSG00000038524 7 10 10 12 4 7
ENSMUSG00000045569 0 0 0 0 0 0
ENSMUSG00000118288 0 0 0 0 0 0
ENSMUSG00000118041 0 0 0 0 0 0
ENSMUSG00000118317 0 0 0 0 0 0
ENSMUSG00000099300 0 0 0 0 0 0
ENSMUSG00000118102 0 0 0 0 0 0
ENSMUSG00000024546 0 0 0 0 0 0
ENSMUSG00000098366 0 0 0 0 0 0
ENSMUSG00002075616 0 0 0 0 0 0
ENSMUSG00000110211 0 0 0 0 0 0
ENSMUSG00000117889 0 0 0 0 0 0
ENSMUSG00000117970 0 0 0 0 0 0
ENSMUSG00000098060 0 0 0 0 0 0
ENSMUSG00000024451 154 151 169 197 159 171
ENSMUSG00000098608 0 0 0 0 0 0
ENSMUSG00000098297 0 0 0 0 0 0
ENSMUSG00000118056 0 0 0 0 0 0
ENSMUSG00000051375 1002 938 925 743 787 748
ENSMUSG00000066475 152 158 213 239 232 208
ENSMUSG00000024442 366 353 380 438 437 430
ENSMUSG00000024440 73 79 104 66 67 77
ENSMUSG00000060450 650 652 714 825 794 720
ENSMUSG00000089296 1 0 1 2 0 0
ENSMUSG00000052102 500 421 494 327 331 282
ENSMUSG00002076358 0 0 0 0 0 0
ENSMUSG00000118140 1980 1887 1749 2128 1957 2070
ENSMUSG00000024425 2079 1958 1943 2224 2117 2076
ENSMUSG00000117986 1 0 0 1 1 1
ENSMUSG00000118112 0 0 0 0 0 0
ENSMUSG00000024431 963 997 967 975 978 901
ENSMUSG00000117922 0 0 0 0 0 0
ENSMUSG00000117983 0 0 1 0 0 0
ENSMUSG00000051732 0 3 1 1 0 0
ENSMUSG00000118015 0 0 0 0 0 0
ENSMUSG00000118042 0 0 0 0 0 0
ENSMUSG00000117838 0 0 0 0 0 0
ENSMUSG00000024487 320 365 307 398 439 392
ENSMUSG00000117674 0 1 0 0 0 0
ENSMUSG00000051401 0 0 0 0 0 1
ENSMUSG00000117943 0 0 0 0 0 0
ENSMUSG00000118315 0 0 0 0 0 0
ENSMUSG00000118202 0 0 0 0 0 0
ENSMUSG00000117847 0 0 0 0 0 0
ENSMUSG00000095150 14 22 19 18 16 15
ENSMUSG00002076547 0 0 0 0 0 0
ENSMUSG00000118091 0 0 0 0 0 0
ENSMUSG00002075393 0 0 0 0 0 0
ENSMUSG00002075105 0 0 0 0 0 0
ENSMUSG00000118299 0 2 0 1 0 1
ENSMUSG00000117677 0 0 0 0 0 0
ENSMUSG00000117708 0 0 0 0 0 0
ENSMUSG00000117745 0 0 0 0 0 0
ENSMUSG00000056671 23 11 5 24 14 27
ENSMUSG00000118266 0 0 0 0 0 0
ENSMUSG00000073574 0 0 0 0 0 0
ENSMUSG00000057719 0 0 0 1 0 1
ENSMUSG00000034339 0 0 0 0 0 0
ENSMUSG00000059455 0 0 0 0 0 0
ENSMUSG00000117660 36 50 53 51 80 48
ENSMUSG00000117753 0 0 0 0 2 0
ENSMUSG00000024493 234 252 237 258 270 286
ENSMUSG00000096699 499 454 452 475 502 534
ENSMUSG00000024491 169 155 120 244 187 248
ENSMUSG00002075016 0 0 0 0 0 0
ENSMUSG00000024497 0 0 0 0 0 0
ENSMUSG00000056849 0 1 0 2 2 0
ENSMUSG00000118058 0 0 0 0 0 0
ENSMUSG00000024498 172 147 153 152 144 181
ENSMUSG00002076197 2 0 1 0 1 0
ENSMUSG00000042816 0 0 0 1 1 1
ENSMUSG00000117719 0 0 0 0 0 0
ENSMUSG00000117882 0 0 0 0 0 0
ENSMUSG00000117926 0 0 0 0 0 0
ENSMUSG00000024500 6 3 0 0 0 1
ENSMUSG00000084959 0 0 0 0 0 0
ENSMUSG00000117792 0 0 0 0 0 0
ENSMUSG00000119082 0 0 0 0 0 0
ENSMUSG00000048188 38 66 46 67 54 78
ENSMUSG00000039954 1 0 0 0 0 0
ENSMUSG00000024501 30 26 25 28 24 21
ENSMUSG00000097891 59 56 53 59 52 57
ENSMUSG00000043424 482 442 519 658 646 610
ENSMUSG00002076479 0 0 0 0 0 0
ENSMUSG00000118018 0 0 0 0 0 0
ENSMUSG00000024502 1 0 1 0 2 1
ENSMUSG00000024503 0 0 0 0 1 0
ENSMUSG00002075964 0 0 0 0 0 0
ENSMUSG00000038791 0 0 0 0 0 0
ENSMUSG00000071858 0 0 0 0 0 0
ENSMUSG00000117902 0 0 0 0 0 0
ENSMUSG00000118043 0 0 0 0 0 0
ENSMUSG00000118006 0 0 0 0 0 0
ENSMUSG00000055561 8 2 6 9 10 5
ENSMUSG00000051050 0 0 0 0 0 0
ENSMUSG00000024472 140 151 188 176 171 174
ENSMUSG00000071856 507 435 495 481 447 483
ENSMUSG00000117832 0 0 0 2 0 0
ENSMUSG00000107325 2 1 3 2 4 1
ENSMUSG00000034653 74 58 80 93 90 57
ENSMUSG00000098284 5 4 10 20 16 21
ENSMUSG00000104009 0 0 0 0 0 0
ENSMUSG00000033949 5 2 5 3 3 5
ENSMUSG00000103616 0 0 0 0 0 0
ENSMUSG00000024477 318 281 263 242 290 264
ENSMUSG00000071855 3 6 3 4 3 0
ENSMUSG00000117742 0 0 0 0 0 0
ENSMUSG00000118282 35 45 62 53 49 45
ENSMUSG00000118002 2 0 0 0 0 0
ENSMUSG00002075435 0 0 0 0 0 0
ENSMUSG00000046487 0 0 0 0 0 0
ENSMUSG00002076599 0 0 0 0 0 0
ENSMUSG00000118116 0 1 0 1 1 2
ENSMUSG00000033319 144 223 169 179 191 195
ENSMUSG00000033022 14503 14302 14142 16489 16540 16100
ENSMUSG00000032905 203 244 244 293 263 264
ENSMUSG00000024480 224 227 243 185 197 178
ENSMUSG00000117429 1 0 0 0 2 1
ENSMUSG00000117599 1 3 2 2 1 2
ENSMUSG00000117372 0 0 0 0 0 0
ENSMUSG00000024481 0 0 0 1 0 1
ENSMUSG00000119886 0 0 0 0 0 1
ENSMUSG00000117630 0 0 0 0 0 0
ENSMUSG00000073568 0 0 0 0 0 0
ENSMUSG00000117411 214 227 202 216 263 288
ENSMUSG00000117588 0 0 0 0 0 0
ENSMUSG00000042705 109 90 121 112 85 73
ENSMUSG00000087857 0 0 0 0 0 0
ENSMUSG00000117621 643 580 596 864 785 782
ENSMUSG00000117377 0 0 0 0 0 0
ENSMUSG00000117350 0 0 0 1 0 0
ENSMUSG00002075683 0 0 0 0 0 0
ENSMUSG00000117515 332 297 345 346 338 362
ENSMUSG00000117474 0 0 0 0 0 0
ENSMUSG00000117602 0 0 0 0 0 0
ENSMUSG00000118180 0 0 0 0 0 0
ENSMUSG00000118259 0 0 0 0 0 0
ENSMUSG00000117765 5 6 2 5 8 8
ENSMUSG00000118139 0 0 0 0 0 0
ENSMUSG00000118113 0 0 0 0 0 0
ENSMUSG00000118110 0 0 0 0 0 0
ENSMUSG00000118267 0 0 0 0 0 0
ENSMUSG00000059040 3688 3738 3662 4346 4288 4406
ENSMUSG00000118097 15 15 6 33 11 12
ENSMUSG00000097965 1 0 0 0 1 0
ENSMUSG00000117885 0 0 0 0 0 0
ENSMUSG00000118290 0 0 0 0 0 0
ENSMUSG00000117724 0 0 0 0 0 0
ENSMUSG00000100297 0 0 0 0 0 0
ENSMUSG00002075161 0 0 0 0 0 0
ENSMUSG00000024505 23 19 19 23 22 26
ENSMUSG00000100134 0 0 0 0 0 0
ENSMUSG00000037416 196 199 202 293 256 286
ENSMUSG00000086600 0 0 0 0 0 0
ENSMUSG00000024507 3099 3092 2903 3695 3519 3523
ENSMUSG00000117714 1 3 5 4 5 2
ENSMUSG00000098058 3 0 0 1 0 0
ENSMUSG00000118595 0 0 0 0 0 0
ENSMUSG00000035420 0 0 0 0 0 0
ENSMUSG00000048875 0 0 0 0 0 0
ENSMUSG00000118088 57 51 68 66 73 59
ENSMUSG00000073565 461 456 438 433 443 494
ENSMUSG00000119809 1 0 0 0 0 0
ENSMUSG00000077317 0 0 0 0 0 0
ENSMUSG00000069379 308 282 276 354 334 299
ENSMUSG00000118334 0 0 0 0 0 0
ENSMUSG00000118351 7 2 3 6 1 8
ENSMUSG00000118046 0 0 0 0 0 0
ENSMUSG00000119171 0 0 0 0 0 0
ENSMUSG00000024510 0 0 0 0 0 0
ENSMUSG00000024528 64 65 70 71 46 55
ENSMUSG00000098000 0 0 0 0 0 0
ENSMUSG00000024529 1 5 1 0 6 0
ENSMUSG00000118365 0 0 0 0 0 0
ENSMUSG00000046886 0 0 0 0 0 0
ENSMUSG00000024532 0 0 0 0 0 0
ENSMUSG00000053624 0 0 0 0 0 0
ENSMUSG00000024534 1 10 3 10 7 3
ENSMUSG00000118407 0 0 0 0 0 0
ENSMUSG00000118195 4 4 4 6 9 7
ENSMUSG00000034484 501 464 465 482 444 431
ENSMUSG00000118240 6 2 7 6 3 3
ENSMUSG00000024535 85 72 71 62 57 71
ENSMUSG00000024538 46 45 33 52 44 33
ENSMUSG00000069378 0 1 0 1 0 1
ENSMUSG00000053477 262 239 239 211 229 259
ENSMUSG00002075924 0 0 0 0 0 0
ENSMUSG00000119124 0 0 0 0 0 0
ENSMUSG00000118028 0 0 0 0 0 0
ENSMUSG00000038903 20 7 19 19 21 22
ENSMUSG00000084948 0 0 0 0 0 0
ENSMUSG00000086824 0 0 0 0 0 0
ENSMUSG00000024511 5 8 9 20 6 7
ENSMUSG00000117678 0 0 0 0 0 0
ENSMUSG00000079608 2 2 1 4 4 2
ENSMUSG00000038425 34 50 46 59 58 53
ENSMUSG00000098721 0 0 0 0 0 0
ENSMUSG00000024513 405 465 416 506 529 474
ENSMUSG00000117810 1793 1681 1732 2198 2102 2142
ENSMUSG00000118309 0 0 0 0 0 0
ENSMUSG00000117735 0 0 0 0 0 0
ENSMUSG00000117932 0 0 0 0 0 0
ENSMUSG00000118271 0 1 1 0 1 0
ENSMUSG00000060534 3 2 0 0 0 0
ENSMUSG00000117831 50 25 51 54 61 52
ENSMUSG00002074977 0 0 0 0 0 0
ENSMUSG00000118316 0 0 0 0 0 0
ENSMUSG00002075795 0 0 0 0 0 0
ENSMUSG00000037253 175 153 148 168 164 142
ENSMUSG00000064527 0 0 0 0 0 0
ENSMUSG00002076644 0 0 0 1 0 0
ENSMUSG00000024515 293 292 275 325 337 342
ENSMUSG00000118185 0 0 0 1 0 0
ENSMUSG00000117985 0 0 0 0 0 0
ENSMUSG00000118321 0 0 0 0 0 1
ENSMUSG00000036941 123 126 105 119 94 134
ENSMUSG00000024556 39 42 41 38 51 34
ENSMUSG00000024561 684 634 657 835 758 759
ENSMUSG00000035394 0 0 0 4 0 0
ENSMUSG00000095419 145 149 131 66 60 48
ENSMUSG00000117898 1 1 2 4 6 4
ENSMUSG00000118303 4 0 4 3 5 5
ENSMUSG00000025885 351 399 313 366 344 329
ENSMUSG00000086333 0 0 0 0 0 2
ENSMUSG00000088689 7 9 3 4 3 9
ENSMUSG00000089235 14 9 23 15 19 23
ENSMUSG00000036880 5968 5773 5496 7488 7140 7128
ENSMUSG00002075900 0 0 0 0 0 0
ENSMUSG00000117754 1 0 1 0 0 0
ENSMUSG00002075101 0 0 0 0 0 0
ENSMUSG00000117767 2 3 2 0 5 4
ENSMUSG00000053846 329 412 371 685 682 721
ENSMUSG00000118384 0 0 3 0 0 0
ENSMUSG00000062328 1654 1496 1552 1748 1802 1767
ENSMUSG00000064871 2 3 0 0 1 1
ENSMUSG00000064647 0 4 0 4 0 1
ENSMUSG00000064844 3 2 3 1 0 1
ENSMUSG00000118144 0 0 0 2 1 0
ENSMUSG00000036299 278 327 269 381 360 390
ENSMUSG00000035765 281 336 303 405 336 335
ENSMUSG00002075461 0 0 0 0 0 0
ENSMUSG00000094153 0 2 0 1 0 1
ENSMUSG00000052928 319 350 311 305 346 304
ENSMUSG00000118164 97 94 93 56 51 85
ENSMUSG00000097302 0 0 0 0 0 0
ENSMUSG00000044646 5 6 6 6 3 2
ENSMUSG00000118311 0 0 0 0 0 0
ENSMUSG00000117797 0 0 0 0 0 0
ENSMUSG00000098276 0 0 0 0 0 0
ENSMUSG00000118294 137 142 133 143 115 147
ENSMUSG00000118004 0 1 0 1 1 0
ENSMUSG00000024563 266 204 215 250 194 225
ENSMUSG00000117816 0 0 0 0 0 1
ENSMUSG00000117960 0 0 0 0 0 0
ENSMUSG00000118108 0 0 0 0 0 0
ENSMUSG00000032818 0 0 0 4 0 0
ENSMUSG00000025427 7 12 6 2 1 6
ENSMUSG00000117855 0 0 0 0 0 0
ENSMUSG00000039840 367 400 356 372 469 379
ENSMUSG00000091055 0 0 0 0 0 0
ENSMUSG00000059336 2 0 1 6 3 0
ENSMUSG00000024552 0 1 0 0 0 0
ENSMUSG00000090451 0 0 0 0 0 0
ENSMUSG00000117661 0 0 0 0 0 0
ENSMUSG00000119659 0 0 0 0 0 1
ENSMUSG00000088733 0 0 0 0 0 0
ENSMUSG00000024548 55 54 68 48 68 52
ENSMUSG00000117828 0 0 0 0 0 0
ENSMUSG00000118301 0 0 0 0 0 0
ENSMUSG00000087717 0 0 0 0 0 0
ENSMUSG00000118130 0 0 0 0 0 0
ENSMUSG00000063087 6 2 0 3 3 5
ENSMUSG00000118379 0 0 0 0 0 0
ENSMUSG00000041225 261 226 271 241 277 244
ENSMUSG00000033016 214 146 149 181 161 181
ENSMUSG00000118265 0 0 0 0 0 1
ENSMUSG00000024566 344 330 312 378 447 363
ENSMUSG00000114891 0 0 0 0 0 0
ENSMUSG00000114756 2 0 0 0 0 0
ENSMUSG00002075248 0 0 0 0 0 0
ENSMUSG00000024565 0 0 0 0 0 0
ENSMUSG00000098720 0 0 0 0 0 0
ENSMUSG00000118235 1 0 0 0 0 0
ENSMUSG00000089257 0 0 0 0 0 0
ENSMUSG00000118268 0 0 0 0 0 0
ENSMUSG00000118262 0 0 0 0 0 0
ENSMUSG00000097181 0 0 0 0 0 0
ENSMUSG00000117717 0 0 0 0 0 0
ENSMUSG00000118227 0 0 0 0 0 0
ENSMUSG00000118300 0 0 0 0 0 0
ENSMUSG00000117870 0 0 0 0 0 0
ENSMUSG00000118172 0 0 0 0 0 0
ENSMUSG00000118363 0 0 0 0 0 0
ENSMUSG00000118073 0 0 0 0 0 0
ENSMUSG00000118254 0 0 0 0 0 0
ENSMUSG00000117892 0 0 0 0 0 0
ENSMUSG00000117817 0 0 0 0 0 0
ENSMUSG00000117923 0 0 0 0 0 0
ENSMUSG00000077599 0 0 0 0 0 0
ENSMUSG00000093036 0 0 0 0 0 0
ENSMUSG00000118278 0 0 0 0 0 0
ENSMUSG00000117913 0 0 0 0 0 0
ENSMUSG00000117663 0 0 0 0 0 0
ENSMUSG00000118279 0 0 0 0 0 0
ENSMUSG00000118057 48 43 39 29 24 40
ENSMUSG00000058625 0 0 0 0 0 0
ENSMUSG00002075868 0 0 0 0 0 0
ENSMUSG00000024553 0 0 0 0 0 0
ENSMUSG00000118256 0 0 0 0 0 0
ENSMUSG00000041607 36 29 24 19 14 20
ENSMUSG00000061684 261 281 260 257 247 253
ENSMUSG00000041258 217 178 160 336 332 260
ENSMUSG00000118160 0 0 0 0 2 0
ENSMUSG00000097141 14 10 14 19 11 13
ENSMUSG00000118012 1483 1469 1402 2897 2849 2827
ENSMUSG00000117824 0 0 0 0 0 0
ENSMUSG00000117842 0 0 0 0 0 0
ENSMUSG00000117888 0 0 0 0 0 0
ENSMUSG00000092638 0 0 0 0 0 0
ENSMUSG00000117849 0 0 0 0 0 0
ENSMUSG00000101773 1 1 1 0 0 0
ENSMUSG00000118085 0 0 0 0 0 0
ENSMUSG00000097738 0 0 0 0 0 0
ENSMUSG00000117762 0 0 0 0 0 0
ENSMUSG00000058881 119 104 130 91 93 91
ENSMUSG00000118339 0 0 0 1 1 0
ENSMUSG00000118094 0 0 0 0 0 0
ENSMUSG00000117976 0 0 0 0 0 0
ENSMUSG00000100430 0 0 0 0 0 0
ENSMUSG00000118333 0 1 0 0 0 0
ENSMUSG00002074865 0 0 0 0 0 0
ENSMUSG00000117783 0 0 0 0 0 0
ENSMUSG00000117993 0 0 0 0 0 0
ENSMUSG00000117715 0 0 0 0 0 0
ENSMUSG00000118060 1 0 0 0 0 0
ENSMUSG00000118156 18 28 12 17 26 25
ENSMUSG00000118387 0 0 0 0 0 0
ENSMUSG00000118175 0 0 0 0 0 0
ENSMUSG00000117658 0 0 0 0 0 0
