Geneid FLT1.bam FLT2.bam FLT3.bam GC1.bam GC2.bam GC3.bam
ENSMUSG00000118222 0 0 0 0 0 0
ENSMUSG00000117826 93 68 61 85 63 84
ENSMUSG00000117894 0 0 0 0 0 0
ENSMUSG00000048410 91 86 60 74 55 62
ENSMUSG00000118385 0 0 0 0 0 0
ENSMUSG00000102951 0 0 0 0 0 0
ENSMUSG00000056162 12 20 13 10 6 10
ENSMUSG00000117676 0 2 8 0 2 0
ENSMUSG00000092056 253 192 247 266 254 245
ENSMUSG00000024644 390 385 335 411 348 353
ENSMUSG00000118152 20 19 15 11 20 15
ENSMUSG00000089760 0 0 0 0 0 0
ENSMUSG00000047992 0 0 0 0 0 0
ENSMUSG00002075114 0 0 0 0 0 0
ENSMUSG00000065746 0 0 0 0 0 0
ENSMUSG00000118075 0 0 0 0 0 0
ENSMUSG00000117781 0 0 0 0 0 0
ENSMUSG00002075287 0 0 0 0 0 0
ENSMUSG00000024646 7628 7670 7571 10307 9941 9903
ENSMUSG00000089744 8 9 6 18 7 15
ENSMUSG00000034391 1 0 2 0 0 0
ENSMUSG00000024645 178 174 185 202 197 163
ENSMUSG00000118255 0 0 0 0 0 0
ENSMUSG00000117854 0 0 0 0 0 0
ENSMUSG00000118241 3 4 2 8 2 3
ENSMUSG00000117906 79 69 64 81 85 88
ENSMUSG00000118283 279 286 283 270 252 288
ENSMUSG00000119275 0 0 0 0 0 0
ENSMUSG00000050321 6 3 1 6 3 12
ENSMUSG00000117778 0 0 0 0 0 0
ENSMUSG00000117736 0 0 0 0 0 0
ENSMUSG00000024647 0 0 0 0 0 0
ENSMUSG00000118328 0 0 0 0 0 1
ENSMUSG00000118025 0 0 0 0 0 0
ENSMUSG00000117908 1 0 0 0 0 0
ENSMUSG00000118250 1 0 3 0 1 0
ENSMUSG00000117969 29 33 34 35 44 27
ENSMUSG00000117683 0 0 0 0 0 0
ENSMUSG00000069324 21414 21026 20385 37211 37050 36275
ENSMUSG00000118171 50 44 54 67 86 91
ENSMUSG00000077641 0 0 0 0 0 0
ENSMUSG00000117801 0 0 0 0 0 0
ENSMUSG00000117830 0 0 0 0 0 0
ENSMUSG00000118352 0 0 0 0 0 0
ENSMUSG00000118247 0 0 0 0 0 1
ENSMUSG00000056153 155 132 105 140 115 119
ENSMUSG00000117887 0 0 0 0 0 0
ENSMUSG00000117948 0 0 0 0 0 0
ENSMUSG00000118089 0 0 0 0 0 0
ENSMUSG00000117777 0 0 1 0 0 3
ENSMUSG00000023066 28 42 27 25 12 23
ENSMUSG00000098676 0 0 0 0 0 0
ENSMUSG00000034028 3 11 6 1 7 3
ENSMUSG00000073514 0 0 0 0 0 0
ENSMUSG00000118274 50 36 37 49 46 50
ENSMUSG00000089885 0 0 0 0 0 0
ENSMUSG00000090047 0 0 0 0 0 0
ENSMUSG00002075318 0 0 0 0 0 0
ENSMUSG00000098126 0 0 1 2 1 0
ENSMUSG00000118035 0 0 0 0 0 0
ENSMUSG00000089008 0 0 0 0 0 0
ENSMUSG00000091697 305 289 279 392 403 404
ENSMUSG00000117726 0 0 0 0 0 0
ENSMUSG00000118372 0 0 0 0 1 0
ENSMUSG00000117805 0 0 0 0 0 0
ENSMUSG00000077402 0 0 0 0 0 0
ENSMUSG00000024614 212 222 215 177 162 171
ENSMUSG00000117747 0 0 0 0 0 0
ENSMUSG00000110277 47 37 30 36 37 46
ENSMUSG00000109923 0 1 0 0 0 0
ENSMUSG00000117535 0 1 0 0 0 0
ENSMUSG00000041238 56 52 65 66 60 75
ENSMUSG00000117634 4 7 4 7 2 5
ENSMUSG00000117589 8 3 9 6 7 2
ENSMUSG00000097440 8 13 20 7 4 9
ENSMUSG00000040957 34 36 51 21 15 28
ENSMUSG00000084565 0 0 0 0 0 0
ENSMUSG00000117430 0 0 1 0 0 0
ENSMUSG00000049411 47 40 38 52 61 61
ENSMUSG00000024404 684 589 612 745 745 713
ENSMUSG00000084748 0 0 0 0 0 0
ENSMUSG00000024410 171 164 166 176 191 195
ENSMUSG00000024413 1628 1706 1575 1584 1591 1573
ENSMUSG00000086935 1 1 3 1 6 5
ENSMUSG00000057766 5 5 2 5 9 10
ENSMUSG00000082051 152 129 174 179 147 181
ENSMUSG00000024421 15 8 16 18 9 7
ENSMUSG00000099663 40 38 31 26 36 32
ENSMUSG00000100090 6 5 7 5 10 9
ENSMUSG00000101406 0 0 0 0 0 0
ENSMUSG00002076039 0 0 0 0 0 0
ENSMUSG00000024424 679 658 681 1302 1303 1306
ENSMUSG00000117418 0 0 0 0 0 0
ENSMUSG00000117573 1 1 0 0 0 1
ENSMUSG00000087950 0 0 0 0 0 0
ENSMUSG00000024430 17 32 18 32 31 41
ENSMUSG00000083332 13 22 33 18 23 20
ENSMUSG00000044252 1064 1052 1004 1153 1148 1099
ENSMUSG00000117494 8 7 4 7 9 19
ENSMUSG00000080866 1036 1060 955 1143 1181 1144
ENSMUSG00000024423 154 165 184 122 142 116
ENSMUSG00002075789 0 1 0 1 1 0
ENSMUSG00000037346 0 0 0 0 0 0
ENSMUSG00000117447 0 0 1 0 0 0
ENSMUSG00000117583 0 0 0 0 0 0
ENSMUSG00000119747 1 0 0 0 0 0
ENSMUSG00000117536 0 0 0 0 0 0
ENSMUSG00000117367 6 8 7 7 5 2
ENSMUSG00000117608 0 0 0 0 0 0
ENSMUSG00000024420 4 6 6 6 4 6
ENSMUSG00000117600 0 0 0 0 0 0
ENSMUSG00000117633 0 0 0 0 0 0
ENSMUSG00000117470 1 0 0 0 0 0
ENSMUSG00000117365 3 1 1 1 0 0
ENSMUSG00000055795 534 579 544 634 592 623
ENSMUSG00000117607 0 0 1 0 0 0
ENSMUSG00000053740 82 73 86 119 79 101
ENSMUSG00000037013 373 354 322 355 397 340
ENSMUSG00000094306 0 0 0 0 0 0
ENSMUSG00000036743 6 4 14 8 5 6
ENSMUSG00000054321 23 24 36 30 25 35
ENSMUSG00000117530 4 2 2 3 3 1
ENSMUSG00000117436 2 4 4 8 8 7
ENSMUSG00000036225 10 11 9 28 11 1
ENSMUSG00000117450 0 0 2 1 0 0
ENSMUSG00000071867 148 122 128 193 175 173
ENSMUSG00000117404 0 1 0 0 0 0
ENSMUSG00000117380 0 0 0 0 0 0
ENSMUSG00000117645 0 0 0 0 0 0
ENSMUSG00000024411 55 64 58 74 62 51
ENSMUSG00000047466 128 139 97 129 137 108
ENSMUSG00000077593 0 0 0 0 0 0
ENSMUSG00000041840 43 81 66 75 49 61
ENSMUSG00000025428 7052 6982 6894 8615 8494 8338
ENSMUSG00000025429 277 300 222 279 335 310
ENSMUSG00000073529 5 2 2 0 0 3
ENSMUSG00002075798 0 0 0 0 0 0
ENSMUSG00000117547 0 1 0 0 0 0
ENSMUSG00000093774 0 1 0 0 0 0
ENSMUSG00000093444 0 0 0 0 0 0
ENSMUSG00000117531 0 0 0 0 0 0
ENSMUSG00000091539 0 0 0 0 0 2
ENSMUSG00000117353 0 1 0 0 0 0
ENSMUSG00000117464 2 0 1 1 1 5
ENSMUSG00000063889 174 151 157 168 168 152
ENSMUSG00000097746 5 10 3 12 7 8
ENSMUSG00000024231 256 214 210 249 245 225
ENSMUSG00000117370 19 15 16 17 13 16
ENSMUSG00000117389 0 0 0 0 0 0
ENSMUSG00000096528 0 1 0 0 0 0
ENSMUSG00000117469 0 0 0 0 0 0
ENSMUSG00000024232 25 14 20 18 35 23
ENSMUSG00000117454 0 0 0 0 0 0
ENSMUSG00000117506 0 0 0 0 0 0
ENSMUSG00002075705 0 0 0 0 0 0
ENSMUSG00000117463 0 0 0 0 0 0
ENSMUSG00002075179 0 0 0 0 0 0
ENSMUSG00000117395 0 0 0 0 0 0
ENSMUSG00000117565 14 7 10 14 13 11
ENSMUSG00000024233 0 0 0 0 0 0
ENSMUSG00000073647 174 191 162 227 209 256
ENSMUSG00000117640 7 5 11 4 4 2
ENSMUSG00000117521 0 0 0 0 0 0
ENSMUSG00000033960 69 74 94 85 70 100
ENSMUSG00000117585 1 6 8 9 6 11
ENSMUSG00000097043 1 5 0 0 1 0
ENSMUSG00000024236 374 364 361 369 357 288
ENSMUSG00000097888 1 0 0 0 0 0
ENSMUSG00000050945 34 23 22 23 21 26
ENSMUSG00000117520 0 0 0 0 0 2
ENSMUSG00000117617 0 0 0 0 0 0
ENSMUSG00000097926 5 2 0 1 3 0
ENSMUSG00000103138 1 2 1 3 1 0
ENSMUSG00000024238 184 188 212 227 186 171
ENSMUSG00000090078 1 0 0 0 1 0
ENSMUSG00002076906 0 0 0 0 0 0
ENSMUSG00000117508 0 0 0 0 0 0
ENSMUSG00000117548 0 2 2 2 2 0
ENSMUSG00000006740 450 399 426 481 477 417
ENSMUSG00000091165 0 0 0 0 0 0
ENSMUSG00000117519 0 0 0 0 0 0
ENSMUSG00000073640 447 552 505 596 566 563
ENSMUSG00000117387 0 0 0 0 0 0
ENSMUSG00000095614 12 9 10 7 28 16
ENSMUSG00000024240 168 191 162 220 201 167
ENSMUSG00000101320 2 2 3 2 2 4
ENSMUSG00000084514 0 0 0 0 0 0
ENSMUSG00000117425 93 86 106 118 101 97
ENSMUSG00000039540 0 0 0 0 0 0
ENSMUSG00000117620 0 0 0 0 0 0
ENSMUSG00000073639 684 637 603 748 754 706
ENSMUSG00000117359 326 310 313 486 474 461
ENSMUSG00000117461 0 0 0 0 0 0
ENSMUSG00000117652 0 0 0 0 0 0
ENSMUSG00000061013 24 15 10 4 8 1
ENSMUSG00000117356 1 1 0 0 0 0
ENSMUSG00000117381 9 15 8 17 18 8
ENSMUSG00000061802 0 0 0 0 0 0
ENSMUSG00000117360 0 0 0 0 0 0
ENSMUSG00000117383 0 0 0 0 0 0
ENSMUSG00000057440 35 33 31 35 39 39
ENSMUSG00000117556 7 7 6 4 5 5
ENSMUSG00000094334 2 2 1 0 0 2
ENSMUSG00000117542 1 0 0 0 1 0
ENSMUSG00000064822 2 0 1 0 2 1
ENSMUSG00000117462 4 4 1 3 9 7
ENSMUSG00000117505 7 2 12 6 6 2
ENSMUSG00000024283 533 479 520 622 634 575
ENSMUSG00000091019 0 0 1 0 1 0
ENSMUSG00000117428 1099 1056 1037 1236 1138 1120
ENSMUSG00000117490 0 0 0 0 1 1
ENSMUSG00000117385 5 10 0 6 2 3
ENSMUSG00000117484 161 182 159 173 166 174
ENSMUSG00000117424 0 0 0 1 0 1
ENSMUSG00000092097 0 0 0 0 1 0
ENSMUSG00002076391 0 0 0 0 0 0
ENSMUSG00000103172 0 0 0 0 0 0
ENSMUSG00000117549 2 2 0 2 1 0
ENSMUSG00000117483 0 0 0 0 0 0
ENSMUSG00000036904 347 311 285 236 223 229
ENSMUSG00000036855 0 0 0 1 0 0
ENSMUSG00000117644 0 0 0 0 0 0
ENSMUSG00000024286 765 675 713 862 910 876
ENSMUSG00000117448 0 0 0 0 3 0
ENSMUSG00000117503 24 24 29 20 22 27
ENSMUSG00000117435 4 11 7 4 5 3
ENSMUSG00000117349 2 1 1 1 1 4
ENSMUSG00000117641 0 0 0 0 0 0
ENSMUSG00002076359 0 0 0 0 0 2
ENSMUSG00000050996 0 0 0 0 0 0
ENSMUSG00000117402 10 7 9 4 12 10
ENSMUSG00000036103 337 412 412 528 473 520
ENSMUSG00000117390 0 0 0 0 1 0
ENSMUSG00000117597 0 0 0 0 1 2
ENSMUSG00000091285 336 337 333 427 415 415
ENSMUSG00000098235 8 11 11 8 7 5
ENSMUSG00000089054 0 0 0 0 0 0
ENSMUSG00000117619 0 0 0 2 0 0
ENSMUSG00002076222 1 0 0 0 0 0
ENSMUSG00000117453 0 3 3 1 1 1
ENSMUSG00000092039 0 0 0 0 0 0
ENSMUSG00000024287 126 97 127 115 135 109
ENSMUSG00000042942 15 15 10 3 12 12
ENSMUSG00000117456 0 0 0 0 0 0
ENSMUSG00002076202 0 0 0 0 0 0
ENSMUSG00000089541 0 0 0 0 0 0
ENSMUSG00000118229 0 0 0 0 0 0
ENSMUSG00000117713 0 0 0 0 0 0
ENSMUSG00000045094 127 133 119 185 160 196
ENSMUSG00000024576 1194 1174 1203 1284 1338 1255
ENSMUSG00000065592 0 0 0 0 1 1
ENSMUSG00000065445 2 0 0 0 0 0
ENSMUSG00000117662 6 7 24 22 22 13
ENSMUSG00000117984 0 0 0 0 0 1
ENSMUSG00000118198 0 0 0 0 0 0
ENSMUSG00000118017 422 382 386 265 254 254
ENSMUSG00000120022 12 10 14 10 9 12
ENSMUSG00000119992 2 0 4 3 4 0
ENSMUSG00000120074 0 0 0 0 0 0
ENSMUSG00000118200 0 1 0 0 0 0
ENSMUSG00000117811 0 0 0 0 0 0
ENSMUSG00000114210 1 1 0 0 0 0
ENSMUSG00000087020 2 4 2 5 3 4
ENSMUSG00000118134 0 3 3 3 3 3
ENSMUSG00000117605 0 0 0 0 0 0
ENSMUSG00000120124 0 0 0 1 0 0
ENSMUSG00000120353 0 0 1 1 1 3
ENSMUSG00000087590 65 55 57 52 43 66
ENSMUSG00000097666 0 0 0 0 0 0
ENSMUSG00000098098 14 9 6 12 9 5
ENSMUSG00000120297 0 0 0 0 0 0
ENSMUSG00000120137 0 0 1 0 0 0
ENSMUSG00000117613 2 4 3 0 2 2
ENSMUSG00000097835 10 8 14 10 3 10
ENSMUSG00000119962 0 0 0 0 0 0
ENSMUSG00000097324 5 6 3 2 0 2
ENSMUSG00000118078 0 0 0 0 0 0
ENSMUSG00000120499 0 0 0 1 1 0
ENSMUSG00000120532 0 0 0 0 0 0
ENSMUSG00000120534 13 8 13 6 7 16
ENSMUSG00000120537 0 0 0 0 0 0
ENSMUSG00000097430 2 0 1 1 0 2
ENSMUSG00000097610 0 0 0 0 0 2
ENSMUSG00000120583 0 0 0 0 1 0
ENSMUSG00000120613 0 0 0 0 0 0
ENSMUSG00000120623 12 15 17 9 20 7
ENSMUSG00000120640 0 0 0 1 0 0
ENSMUSG00000089983 1 0 0 0 0 0
ENSMUSG00000118024 0 0 0 0 0 0
ENSMUSG00000118117 2 0 2 0 2 2
ENSMUSG00000097080 30 13 26 13 10 27
ENSMUSG00000120682 0 0 0 1 0 3
ENSMUSG00000120077 0 0 0 0 0 0
ENSMUSG00000098702 11 9 17 3 12 14
ENSMUSG00000054589 8 3 2 2 2 4
ENSMUSG00000096982 0 1 0 0 0 0
ENSMUSG00000120636 5 2 1 1 4 4
ENSMUSG00000096948 265 245 220 229 229 216
ENSMUSG00000038121 448 467 499 671 674 628
ENSMUSG00000098253 0 0 0 0 0 0
ENSMUSG00000009535 93 93 86 111 106 110
ENSMUSG00000007480 0 0 0 0 0 0
ENSMUSG00000044201 4 6 7 2 0 1
ENSMUSG00000078240 5 6 7 4 7 6
ENSMUSG00000097755 0 1 1 1 0 0
ENSMUSG00000034300 166 156 163 160 170 178
ENSMUSG00000046982 259 225 243 279 260 255
ENSMUSG00000120643 0 0 0 1 0 0
ENSMUSG00000118225 1 0 0 0 0 0
ENSMUSG00000117915 0 0 0 0 0 0
ENSMUSG00000024274 0 0 0 0 0 0
ENSMUSG00000121479 17 8 9 5 4 4
ENSMUSG00000118214 0 0 0 0 0 0
ENSMUSG00000117482 0 0 0 0 0 0
ENSMUSG00000120299 1 1 0 1 4 0
ENSMUSG00000117401 2 0 0 4 3 5
ENSMUSG00000117594 0 0 0 0 0 0
ENSMUSG00000097641 0 0 0 0 0 0
ENSMUSG00000024234 129 115 120 144 128 118
ENSMUSG00000117579 3 1 0 2 0 4
ENSMUSG00000056130 7 7 2 1 3 2
ENSMUSG00000033184 910 897 926 968 982 976
ENSMUSG00000057561 304 278 256 318 297 284
ENSMUSG00000117780 72 82 105 70 92 83
ENSMUSG00000049090 885 820 832 1006 933 927
ENSMUSG00000117802 0 0 0 0 0 0
ENSMUSG00000024594 524 528 484 469 465 446
ENSMUSG00000086607 1 0 1 0 3 1
ENSMUSG00000117864 0 0 0 0 0 0
ENSMUSG00000069372 0 0 0 0 0 0
ENSMUSG00000085800 0 0 0 0 0 0
ENSMUSG00000058925 0 0 0 0 0 0
ENSMUSG00000118322 0 0 0 0 0 0
ENSMUSG00000088776 0 0 0 0 0 0
ENSMUSG00002074848 0 0 0 0 0 0
ENSMUSG00000118391 0 0 0 0 0 0
ENSMUSG00000024597 110 109 99 125 146 115
ENSMUSG00000024366 0 0 0 0 0 0
ENSMUSG00000024235 29 35 30 8 12 15
ENSMUSG00000024486 11 6 13 7 9 4
ENSMUSG00000120394 0 0 0 0 0 0
ENSMUSG00000118296 0 0 0 2 0 0
ENSMUSG00000024427 172 175 166 224 256 248
ENSMUSG00002075777 0 0 0 0 0 0
ENSMUSG00002076038 0 0 0 0 0 3
ENSMUSG00000118257 16 15 15 15 6 10
ENSMUSG00000118193 0 0 0 0 0 0
ENSMUSG00000099488 73 61 62 106 85 52
ENSMUSG00000083766 0 0 0 0 0 0
ENSMUSG00000081773 3 0 3 2 1 0
ENSMUSG00000036585 1196 1185 1074 1656 1671 1606
ENSMUSG00000117994 0 1 1 0 1 1
ENSMUSG00000036452 202 208 158 163 157 165
ENSMUSG00000086991 0 0 0 0 0 0
ENSMUSG00000086312 0 0 0 0 0 0
ENSMUSG00000082287 1 2 0 1 2 0
ENSMUSG00000085289 6 5 1 4 6 2
ENSMUSG00000118199 0 0 0 1 0 0
ENSMUSG00000055095 0 0 0 0 0 0
ENSMUSG00000061144 0 0 0 0 0 0
ENSMUSG00000110628 0 0 0 0 0 0
ENSMUSG00000053729 0 0 0 0 0 0
ENSMUSG00000073573 0 0 0 0 0 0
ENSMUSG00000038071 0 0 0 0 0 0
ENSMUSG00000117919 2 1 0 4 1 0
ENSMUSG00000024471 0 0 0 0 0 0
ENSMUSG00000073572 0 0 0 0 0 0
ENSMUSG00000091519 0 0 0 0 0 0
ENSMUSG00000090000 112 127 110 101 137 127
ENSMUSG00000025421 246 223 226 324 323 274
ENSMUSG00000025420 0 3 0 0 0 0
ENSMUSG00000119947 0 1 5 0 0 6
ENSMUSG00000025423 257 215 206 310 307 321
ENSMUSG00000073532 0 0 0 0 0 0
ENSMUSG00000025425 0 0 0 0 0 0
ENSMUSG00000082784 4 2 1 7 1 2
ENSMUSG00000062742 2380 2232 2380 2596 2572 2550
ENSMUSG00000117869 3 4 13 4 9 9
ENSMUSG00000117694 0 0 0 0 0 0
ENSMUSG00002076696 0 0 0 0 0 0
ENSMUSG00000105743 0 0 0 0 0 0
ENSMUSG00000065649 0 0 0 0 0 0
ENSMUSG00002075136 0 0 0 0 0 0
ENSMUSG00000037236 366 312 345 318 380 333
ENSMUSG00000102496 11 4 7 3 5 2
ENSMUSG00000118030 2 0 1 0 3 1
ENSMUSG00000037058 517 523 548 609 672 618
ENSMUSG00000024354 920 908 835 929 869 865
ENSMUSG00000024353 4 1 0 3 0 5
ENSMUSG00000117874 0 0 0 0 0 0
ENSMUSG00000073600 133 130 126 172 172 171
ENSMUSG00000024352 9 15 1 9 8 3
ENSMUSG00000024350 78 76 72 84 71 96
ENSMUSG00000073598 0 0 2 0 1 0
ENSMUSG00000073599 22 16 25 27 17 33
ENSMUSG00000024349 23 35 40 18 22 25
ENSMUSG00000091842 0 0 0 0 1 0
ENSMUSG00000117841 0 0 0 0 0 0
ENSMUSG00000046668 363 456 436 319 328 276
ENSMUSG00000100320 1 1 0 0 0 0
ENSMUSG00000117840 0 0 0 0 0 0
ENSMUSG00000118080 0 0 0 0 0 0
ENSMUSG00000118358 0 0 0 0 0 0
ENSMUSG00000118347 0 0 0 0 0 0
ENSMUSG00000118122 0 0 0 0 0 0
ENSMUSG00000120345 0 0 1 0 0 0
ENSMUSG00002075971 0 0 0 0 0 0
ENSMUSG00000024347 0 1 0 1 0 1
ENSMUSG00000024512 0 0 0 0 0 0
ENSMUSG00000110495 0 0 0 0 0 0
ENSMUSG00000044906 26 32 48 34 47 39
ENSMUSG00000118497 0 0 0 0 0 0
ENSMUSG00000042211 252 286 280 351 341 307
ENSMUSG00000044176 1 1 0 1 2 3
ENSMUSG00000110576 0 0 0 0 1 0
ENSMUSG00000060201 0 0 0 0 0 0
ENSMUSG00000117712 0 0 0 0 0 0
ENSMUSG00000117502 72 83 84 130 108 105
ENSMUSG00002075774 1 0 2 0 0 0
ENSMUSG00000024261 2 1 0 3 1 3
ENSMUSG00000096934 0 0 0 0 0 0
ENSMUSG00000077169 0 0 0 0 0 0
ENSMUSG00000117576 0 0 0 0 0 0
ENSMUSG00000024259 386 389 385 421 346 425
ENSMUSG00000092124 2 0 3 4 3 2
ENSMUSG00000117533 2 1 1 1 0 5
ENSMUSG00000041915 373 331 354 415 394 425
ENSMUSG00000097748 5 0 2 0 0 0
ENSMUSG00000024258 46 31 42 36 27 29
ENSMUSG00000091561 1659 1448 1472 1715 1775 1674
ENSMUSG00000064036 0 0 0 0 0 0
ENSMUSG00000024558 35 23 22 25 21 20
ENSMUSG00000090263 0 0 0 0 0 0
ENSMUSG00000036223 4 6 4 4 2 3
ENSMUSG00000024560 404 353 430 371 380 400
ENSMUSG00000118151 0 2 2 1 2 1
ENSMUSG00002075893 0 0 0 0 0 0
ENSMUSG00000024270 22 17 32 34 44 29
ENSMUSG00000024271 243 244 214 256 241 249
ENSMUSG00000039616 452 358 392 358 376 314
ENSMUSG00000117787 0 0 0 0 0 0
ENSMUSG00000117709 29 43 33 44 38 49
ENSMUSG00000117963 0 0 0 0 0 0
ENSMUSG00000098165 0 0 0 0 0 0
ENSMUSG00000117669 0 6 14 27 1 11
ENSMUSG00000117722 1 1 7 1 0 0
ENSMUSG00000117813 497 471 446 641 675 662
ENSMUSG00000118176 0 0 0 0 0 0
ENSMUSG00000118357 0 0 0 0 0 0
ENSMUSG00000118304 0 0 0 0 0 0
ENSMUSG00000117949 0 0 0 0 0 0
ENSMUSG00000117857 0 0 0 0 0 0
ENSMUSG00000117851 0 0 0 0 0 0
ENSMUSG00000117933 0 0 0 0 0 0
ENSMUSG00000056214 7 4 13 7 16 6
ENSMUSG00000118269 0 0 0 0 0 0
ENSMUSG00000053950 73 91 76 82 62 79
ENSMUSG00000118373 0 0 0 0 0 0
ENSMUSG00000117904 0 0 0 0 0 0
ENSMUSG00000118061 4 3 0 3 5 4
ENSMUSG00000118244 0 0 1 0 0 0
ENSMUSG00000024570 90 87 70 94 92 102
ENSMUSG00000024571 540 495 477 574 540 524
ENSMUSG00000057130 64 67 72 96 85 113
ENSMUSG00000078963 8 8 10 8 5 7
ENSMUSG00000034006 531 580 536 565 527 521
ENSMUSG00000059852 4 0 1 0 0 0
ENSMUSG00000102959 0 0 0 0 0 0
ENSMUSG00000097593 0 0 0 0 0 0
ENSMUSG00000102260 0 0 0 0 0 0
ENSMUSG00000033323 100 95 93 69 87 58
ENSMUSG00000118070 4 0 1 0 0 0
ENSMUSG00000120406 0 0 3 0 0 0
ENSMUSG00000092569 42 59 48 52 56 52
ENSMUSG00000094111 0 0 0 0 0 0
ENSMUSG00002075008 0 0 0 0 0 0
ENSMUSG00000024293 141 124 98 112 148 123
ENSMUSG00000002477 84 68 69 63 96 93
ENSMUSG00000002475 473 476 476 537 517 481
ENSMUSG00000097387 2 0 0 1 4 2
ENSMUSG00000024294 669 700 663 720 749 755
ENSMUSG00000087816 0 0 0 0 0 0
ENSMUSG00000095438 0 0 0 0 0 0
ENSMUSG00000065399 0 0 0 0 0 0
ENSMUSG00000080662 0 0 0 0 0 0
ENSMUSG00000106348 0 0 0 0 0 0
ENSMUSG00000117593 0 0 0 0 0 0
ENSMUSG00000117563 29 17 14 35 42 27
ENSMUSG00000097222 36 39 44 58 41 45
ENSMUSG00000005836 63 63 64 137 131 112
ENSMUSG00000045215 0 0 0 0 0 0
ENSMUSG00000038773 362 343 305 312 312 299
ENSMUSG00000038555 2 4 0 5 1 3
ENSMUSG00000038418 315 279 302 179 181 169
ENSMUSG00000024360 800 748 730 965 982 887
ENSMUSG00000120539 12 20 15 10 14 13
ENSMUSG00000024359 3794 3714 3756 4974 4867 4936
ENSMUSG00000089239 2 4 2 1 1 2
ENSMUSG00000065904 2 0 0 0 0 0
ENSMUSG00000120029 0 2 0 0 0 1
ENSMUSG00000118145 68 58 53 85 68 61
ENSMUSG00000118380 0 0 2 0 0 0
ENSMUSG00000117727 0 0 0 0 0 1
ENSMUSG00000091896 527 538 491 549 578 498
ENSMUSG00000119977 9 11 6 16 9 12
ENSMUSG00002075575 0 0 0 0 0 1
ENSMUSG00000063514 0 0 0 0 0 0
ENSMUSG00000103386 0 0 0 0 0 0
ENSMUSG00000102634 0 0 0 0 0 0
ENSMUSG00000103384 0 0 0 0 0 0
ENSMUSG00000118013 9 11 8 9 1 11
ENSMUSG00000118188 0 0 0 0 0 0
ENSMUSG00000117929 45 49 46 80 70 73
ENSMUSG00000098244 0 0 0 0 0 0
ENSMUSG00000118034 10 12 24 14 12 15
ENSMUSG00000118143 0 0 0 0 0 0
ENSMUSG00000073569 113 99 120 127 125 118
ENSMUSG00000117844 0 0 0 1 6 0
ENSMUSG00000120742 8 14 10 20 21 13
ENSMUSG00000118037 0 0 0 0 0 0
ENSMUSG00000088649 0 0 0 0 0 0
ENSMUSG00000049173 1 3 1 2 0 0
ENSMUSG00000043079 106 92 106 102 105 106
ENSMUSG00000054008 1806 1661 1659 1757 1789 1767
ENSMUSG00000024608 1100 1084 1011 1307 1326 1237
ENSMUSG00000080779 590 627 636 575 588 581
ENSMUSG00000024610 841 736 755 804 746 708
ENSMUSG00000093327 0 0 0 0 2 1
ENSMUSG00000024613 113 122 152 108 108 103
ENSMUSG00000036412 1 0 0 3 0 0
ENSMUSG00000024617 4 1 1 0 1 1
ENSMUSG00000098247 0 0 0 0 0 0
ENSMUSG00000098475 0 0 0 0 0 0
ENSMUSG00000052026 2 2 2 1 0 3
ENSMUSG00000073551 0 0 0 0 0 0
ENSMUSG00000041789 0 0 0 0 0 0
ENSMUSG00000117671 0 0 0 0 0 0
ENSMUSG00000071847 2 2 2 2 3 1
ENSMUSG00000024581 202 188 212 214 221 173
ENSMUSG00000118039 0 0 0 0 0 0
ENSMUSG00000025880 144 135 157 145 138 141
ENSMUSG00000097712 0 0 0 0 0 0
ENSMUSG00000117460 0 0 0 0 0 0
ENSMUSG00000121616 0 0 0 0 0 0
ENSMUSG00000117407 0 0 0 0 0 0
ENSMUSG00000121617 0 0 0 1 1 0
ENSMUSG00000117357 14 24 10 29 17 12
ENSMUSG00000121629 2 0 0 0 2 0
ENSMUSG00000073607 0 0 0 0 0 0
ENSMUSG00000121659 1 0 3 0 3 1
ENSMUSG00000118264 374 335 358 340 364 393
ENSMUSG00000121662 0 0 3 0 2 0
ENSMUSG00000118133 0 0 0 0 0 0
ENSMUSG00000121667 0 0 1 0 2 0
ENSMUSG00000102232 0 0 0 0 0 0
ENSMUSG00000121694 0 0 0 0 0 0
ENSMUSG00000102827 67 42 48 65 62 56
ENSMUSG00000121696 0 0 0 0 0 1
ENSMUSG00000085939 0 0 0 0 0 0
ENSMUSG00000121727 1 1 2 0 0 2
ENSMUSG00000117936 0 0 0 0 0 0
ENSMUSG00000121744 0 0 0 0 0 0
ENSMUSG00000091957 0 0 0 0 0 0
ENSMUSG00000121779 1 1 2 4 0 0
ENSMUSG00000117759 0 0 0 0 0 0
ENSMUSG00000121830 0 0 0 0 0 0
ENSMUSG00000118319 0 0 0 0 0 0
ENSMUSG00000121831 0 0 0 0 0 0
ENSMUSG00000102047 0 0 0 0 0 0
ENSMUSG00000121833 23 32 16 6 21 19
ENSMUSG00000118074 1 0 2 0 0 1
ENSMUSG00000121851 2 0 4 1 0 0
ENSMUSG00000033632 38 34 35 41 27 38
ENSMUSG00000024260 385 391 381 325 342 347
ENSMUSG00000024456 749 747 707 778 731 698
ENSMUSG00000069385 0 0 0 0 0 0
ENSMUSG00000054477 198 211 209 261 291 252
